"chr" "dist_center" "syntheny" "breakpoints" "genes" "re" "dante" "recomb" "ltr" "ty1_copia" "ty3_gypsy" "dna_trans" "line" "unknown" "sine" "trc" "trc1" "gc"
"scaffold_27.8" "scaffold_27" "2.871858" "conserved" "conserved" "12" "149" "5" "3.88299710079337e-06" "1" "1" "0" "0" "0" "71" "0" "0" "0" "0.352611"
"scaffold_27.9" "scaffold_27" "2.7718605" "conserved" "conserved" "6" "203" "1" "3.94945175079564e-06" "0" "0" "0" "0" "0" "121" "0" "0" "0" "0.324856"
"scaffold_27.10" "scaffold_27" "2.671863" "conserved" "conserved" "14" "144" "9" "5.39629436665375e-06" "1" "0" "1" "0" "0" "66" "0" "0" "0" "0.33843"
"scaffold_27.11" "scaffold_27" "2.5718655" "conserved" "conserved" "9" "154" "6" "1.26050102286692e-05" "2" "2" "0" "1" "0" "74" "0" "0" "0" "0.342097"
"scaffold_27.12" "scaffold_27" "2.471868" "conserved" "conserved" "14" "161" "8" "3.02870666250659e-05" "1" "1" "0" "0" "1" "70" "0" "0" "0" "0.33638"
"scaffold_27.13" "scaffold_27" "2.371871" "conserved" "conserved" "7" "162" "10" "2.95753114803147e-05" "2" "1" "1" "1" "2" "95" "0" "0" "0" "0.3449"
"scaffold_27.14" "scaffold_27" "2.2718735" "conserved" "conserved" "9" "156" "3" "3.98927655023912e-05" "1" "0" "1" "2" "0" "84" "0" "0" "0" "0.340407"
"scaffold_27.15" "scaffold_27" "2.171876" "conserved" "conserved" "5" "237" "5" "3.98927655023912e-05" "0" "0" "0" "0" "0" "139" "0" "0" "0" "0.32277"
"scaffold_27.16" "scaffold_27" "2.0718785" "conserved" "conserved" "14" "160" "7" "3.19798476485551e-05" "2" "1" "1" "0" "2" "89" "0" "0" "0" "0.352707"
"scaffold_27.17" "scaffold_27" "1.971881" "conserved" "conserved" "4" "197" "16" "5.50905484897914e-06" "2" "2" "0" "0" "1" "112" "1" "0" "0" "0.32202"
"scaffold_27.18" "scaffold_27" "1.8718835" "conserved" "conserved" "4" "135" "5" "5.50905484897914e-06" "1" "1" "0" "1" "0" "68" "0" "2" "2" "0.344487"
"scaffold_27.19" "scaffold_27" "1.771886" "conserved" "conserved" "6" "183" "6" "4.39198798832831e-05" "1" "0" "1" "0" "2" "113" "0" "0" "0" "0.33294"
"scaffold_27.20" "scaffold_27" "1.671889" "conserved" "conserved" "10" "170" "10" "4.89535351247029e-05" "3" "1" "0" "0" "0" "88" "0" "0" "0" "0.34299"
"scaffold_27.21" "scaffold_27" "1.5718915" "conserved" "conserved" "8" "175" "7" "3.8859076702582e-05" "1" "0" "1" "0" "2" "105" "0" "0" "0" "0.353667"
"scaffold_27.22" "scaffold_27" "1.471894" "conserved" "conserved" "9" "208" "9" "3.64551302762521e-05" "0" "0" "0" "0" "0" "121" "0" "0" "0" "0.32382"
"scaffold_27.23" "scaffold_27" "1.3718965" "conserved" "conserved" "8" "173" "9" "3.64551302762521e-05" "5" "2" "0" "0" "0" "104" "0" "0" "0" "0.337167"
"scaffold_27.24" "scaffold_27" "1.271899" "conserved" "conserved" "6" "182" "11" "4.72459000526865e-05" "8" "3" "0" "0" "0" "102" "0" "0" "0" "0.3213"
"scaffold_27.25" "scaffold_27" "1.171902" "conserved" "conserved" "5" "178" "15" "8.23011831088502e-06" "7" "1" "1" "0" "0" "100" "0" "0" "0" "0.3319"
"scaffold_27.26" "scaffold_27" "1.0719045" "conserved" "conserved" "8" "199" "16" "8.23011831088502e-06" "4" "3" "0" "1" "0" "108" "0" "0" "0" "0.331097"
"scaffold_27.27" "scaffold_27" "0.971907" "conserved" "conserved" "6" "157" "22" "8.23011831088502e-06" "7" "4" "0" "1" "0" "68" "0" "0" "0" "0.355221"
"scaffold_27.28" "scaffold_27" "0.8719095" "conserved" "conserved" "5" "162" "2" "8.23011831088502e-06" "0" "0" "0" "0" "0" "94" "0" "0" "0" "0.339837"
"scaffold_27.29" "scaffold_27" "0.771912" "conserved" "conserved" "8" "179" "1" "8.23011831088502e-06" "0" "0" "0" "1" "0" "119" "0" "0" "0" "0.33188"
"scaffold_27.30" "scaffold_27" "0.6719145" "conserved" "conserved" "12" "166" "16" "8.23011831088502e-06" "8" "2" "0" "1" "0" "106" "0" "0" "0" "0.342277"
"scaffold_27.31" "scaffold_27" "0.571917" "conserved" "conserved" "6" "145" "18" "8.23011831088502e-06" "4" "2" "0" "0" "0" "90" "0" "0" "0" "0.34545"
"scaffold_27.32" "scaffold_27" "0.47192" "conserved" "conserved" "7" "148" "13" "8.23011831088502e-06" "2" "2" "0" "1" "0" "84" "0" "0" "0" "0.33998"
"scaffold_27.33" "scaffold_27" "0.3719225" "conserved" "conserved" "7" "217" "4" "8.23011831088502e-06" "0" "0" "0" "0" "0" "133" "0" "0" "0" "0.327797"
"scaffold_27.34" "scaffold_27" "0.271925" "conserved" "conserved" "12" "179" "3" "8.23011831088502e-06" "0" "0" "0" "1" "0" "90" "0" "0" "0" "0.34376"
"scaffold_27.35" "scaffold_27" "0.1719275" "conserved" "conserved" "11" "183" "8" "8.23011831088502e-06" "0" "0" "0" "1" "0" "107" "0" "0" "0" "0.338287"
"scaffold_27.36" "scaffold_27" "0.07193" "conserved" "conserved" "6" "198" "11" "8.23011831088502e-06" "5" "2" "0" "0" "0" "106" "0" "0" "0" "0.32331"
"scaffold_27.37" "scaffold_27" "0.0280675" "conserved" "conserved" "4" "140" "8" "8.23011831088502e-06" "3" "1" "0" "0" "0" "71" "0" "1" "1" "0.344037"
"scaffold_27.38" "scaffold_27" "0.128065" "conserved" "conserved" "10" "149" "13" "8.23011831088502e-06" "5" "1" "2" "0" "0" "80" "0" "0" "0" "0.34214"
"scaffold_27.39" "scaffold_27" "0.228062" "conserved" "conserved" "11" "202" "8" "8.23011831088502e-06" "2" "0" "2" "0" "0" "118" "0" "0" "0" "0.33652"
"scaffold_27.40" "scaffold_27" "0.3280595" "conserved" "conserved" "7" "164" "5" "8.23011831088502e-06" "0" "0" "0" "1" "0" "82" "1" "0" "0" "0.324226"
"scaffold_27.41" "scaffold_27" "0.428057" "conserved" "conserved" "3" "247" "11" "8.23011831088502e-06" "0" "0" "0" "0" "0" "137" "0" "0" "0" "0.308149"
"scaffold_27.42" "scaffold_27" "0.5280545" "conserved" "conserved" "10" "147" "14" "8.23129720962077e-06" "3" "0" "3" "0" "1" "89" "0" "0" "0" "0.341367"
"scaffold_27.43" "scaffold_27" "0.628052" "conserved" "conserved" "9" "135" "19" "1.79800599615727e-05" "4" "2" "0" "1" "2" "74" "0" "0" "0" "0.350661"
"scaffold_27.44" "scaffold_27" "0.7280495" "conserved" "conserved" "6" "136" "5" "2.84084374432685e-05" "0" "0" "0" "0" "0" "86" "0" "1" "1" "0.331627"
"scaffold_27.45" "scaffold_27" "0.828047" "conserved" "conserved" "6" "207" "4" "2.84084374432685e-05" "0" "0" "0" "0" "0" "117" "0" "0" "0" "0.312159"
"scaffold_27.46" "scaffold_27" "0.928044" "conserved" "conserved" "8" "195" "11" "2.84084374432685e-05" "4" "2" "0" "0" "0" "112" "0" "0" "0" "0.33934"
"scaffold_27.47" "scaffold_27" "1.0280415" "conserved" "conserved" "15" "182" "13" "2.84084374432685e-05" "4" "2" "0" "0" "1" "101" "0" "0" "0" "0.343577"
"scaffold_27.48" "scaffold_27" "1.128039" "conserved" "conserved" "6" "202" "2" "1.50035660665612e-05" "0" "0" "0" "1" "0" "124" "0" "0" "0" "0.33187"
"scaffold_27.49" "scaffold_27" "1.2280365" "conserved" "conserved" "7" "163" "2" "9.35130024496788e-06" "0" "0" "0" "1" "0" "99" "0" "0" "0" "0.334757"
"scaffold_27.50" "scaffold_27" "1.328034" "conserved" "conserved" "13" "171" "7" "9.35130024496788e-06" "0" "0" "0" "0" "1" "104" "0" "0" "0" "0.33764"
"scaffold_27.51" "scaffold_27" "1.4280315" "conserved" "conserved" "7" "190" "4" "9.35130024496788e-06" "0" "0" "0" "0" "1" "115" "0" "0" "0" "0.329487"
"scaffold_27.52" "scaffold_27" "1.528029" "conserved" "conserved" "7" "134" "4" "9.35130024496788e-06" "0" "0" "0" "0" "1" "71" "0" "1" "1" "0.33405"
"scaffold_27.53" "scaffold_27" "1.628026" "conserved" "conserved" "7" "165" "14" "9.35130024496788e-06" "5" "2" "1" "0" "0" "96" "0" "0" "0" "0.33865"
"scaffold_27.54" "scaffold_27" "1.7280235" "conserved" "conserved" "14" "205" "2" "9.35130024496788e-06" "0" "0" "0" "2" "0" "112" "0" "0" "0" "0.338207"
"scaffold_27.55" "scaffold_27" "1.828021" "conserved" "conserved" "9" "209" "0" "9.35130024496788e-06" "0" "0" "0" "0" "0" "121" "0" "0" "0" "0.33547"
"scaffold_27.56" "scaffold_27" "1.9280185" "conserved" "conserved" "10" "214" "4" "1.86846232188724e-05" "0" "0" "0" "1" "0" "121" "0" "0" "0" "0.336087"
"scaffold_27.57" "scaffold_27" "2.028016" "conserved" "conserved" "13" "196" "4" "7.94494816856908e-06" "0" "0" "0" "1" "0" "105" "0" "0" "0" "0.33858"
"scaffold_27.58" "scaffold_27" "2.1280135" "conserved" "conserved" "6" "201" "6" "7.94494816856908e-06" "1" "0" "1" "0" "1" "111" "0" "0" "0" "0.323396"
"scaffold_27.59" "scaffold_27" "2.228011" "conserved" "conserved" "10" "195" "0" "3.33495869293073e-06" "0" "0" "0" "0" "0" "118" "0" "0" "0" "0.3217"
"scaffold_27.60" "scaffold_27" "2.328008" "conserved" "conserved" "9" "199" "6" NA "2" "2" "0" "0" "0" "111" "0" "0" "0" "0.3388"
"scaffold_27.61" "scaffold_27" "2.4280055" "conserved" "conserved" "10" "198" "17" NA "6" "1" "1" "0" "0" "118" "0" "0" "0" "0.336857"
"scaffold_27.62" "scaffold_27" "2.528003" "conserved" "conserved" "16" "172" "8" NA "0" "0" "0" "0" "2" "76" "0" "0" "0" "0.34542"
"scaffold_27.63" "scaffold_27" "2.6280005" "conserved" "conserved" "10" "192" "5" NA "0" "0" "0" "0" "0" "115" "0" "0" "0" "0.324847"
"scaffold_27.64" "scaffold_27" "2.727998" "conserved" "conserved" "4" "146" "6" NA "0" "0" "0" "0" "0" "79" "0" "0" "0" "0.33334"
"scaffold_27.65" "scaffold_27" "2.8279955" "conserved" "conserved" "9" "198" "6" NA "1" "1" "0" "0" "0" "91" "1" "0" "0" "0.328757"
"scaffold_27.66" "scaffold_27" "2.927993" "conserved" "conserved" "15" "196" "10" NA "3" "1" "0" "0" "0" "103" "1" "0" "0" "0.32533"
"scaffold_27.67" "scaffold_27" "3.02799" "conserved" "conserved" "8" "158" "2" NA "0" "0" "0" "1" "0" "95" "0" "0" "0" "0.33606"
"scaffold_27.68" "scaffold_27" "3.1279875" "conserved" "conserved" "11" "139" "18" NA "8" "3" "0" "0" "1" "55" "0" "0" "0" "0.365497"
"scaffold_27.69" "scaffold_27" "3.227985" "conserved" "conserved" "11" "165" "5" NA "0" "0" "0" "1" "2" "64" "1" "0" "0" "0.33347"
"scaffold_27.70" "scaffold_27" "3.3279825" "conserved" "conserved" "6" "180" "13" NA "1" "1" "0" "0" "1" "73" "1" "0" "0" "0.336537"
"scaffold_27.71" "scaffold_27" "3.42798" "conserved" "conserved" "10" "198" "15" NA "6" "1" "0" "2" "1" "67" "0" "0" "0" "0.34295"
"scaffold_27.72" "scaffold_27" "3.527977" "conserved" "conserved" "3" "166" "19" NA "4" "2" "2" "0" "0" "69" "0" "0" "0" "0.34319"
"scaffold_28" "scaffold_28" "3.6485025" "conserved" "conserved" "2" "94" "25" NA "13" "4" "2" "1" "0" "41" "0" "0" "0" "0.464789"
"scaffold_28.1" "scaffold_28" "3.598469" "conserved" "conserved" "10" "131" "18" NA "7" "2" "0" "2" "2" "72" "0" "0" "0" "0.362031"
"scaffold_28.2" "scaffold_28" "3.4984715" "conserved" "conserved" "7" "227" "3" NA "0" "0" "0" "0" "0" "130" "0" "0" "0" "0.317246"
"scaffold_28.3" "scaffold_28" "3.398474" "conserved" "conserved" "11" "149" "26" NA "7" "5" "0" "1" "0" "74" "0" "0" "0" "0.357951"
"scaffold_28.4" "scaffold_28" "3.2984765" "conserved" "conserved" "6" "197" "8" NA "5" "1" "1" "0" "0" "113" "0" "0" "0" "0.336857"
"scaffold_28.5" "scaffold_28" "3.198479" "conserved" "conserved" "13" "166" "6" "8.84250556167034e-06" "1" "1" "0" "0" "0" "108" "1" "0" "0" "0.3365"
"scaffold_28.6" "scaffold_28" "3.098482" "conserved" "conserved" "7" "217" "6" "1.87020488823162e-05" "3" "0" "1" "0" "0" "135" "1" "0" "0" "0.33141"
"scaffold_28.7" "scaffold_28" "2.9984845" "conserved" "conserved" "8" "202" "16" "1.87020488823162e-05" "4" "3" "0" "0" "0" "100" "0" "0" "0" "0.339847"
"scaffold_28.8" "scaffold_28" "2.898487" "conserved" "conserved" "7" "180" "8" "1.87020488823162e-05" "2" "1" "0" "1" "0" "110" "0" "0" "0" "0.3452"
"scaffold_28.9" "scaffold_28" "2.7984895" "conserved" "conserved" "8" "218" "7" "7.10376266969698e-05" "1" "1" "0" "0" "0" "143" "0" "0" "0" "0.335537"
"scaffold_28.10" "scaffold_28" "2.698492" "conserved" "conserved" "6" "224" "7" "3.76435343272459e-05" "1" "1" "0" "1" "0" "125" "1" "0" "0" "0.33267"
"scaffold_28.11" "scaffold_28" "2.5984945" "conserved" "conserved" "10" "224" "1" "0.000134016318175961" "0" "0" "0" "0" "0" "126" "0" "0" "0" "0.319876"
"scaffold_28.12" "scaffold_28" "2.498497" "conserved" "conserved" "8" "222" "6" "3.9183800240543e-05" "1" "1" "0" "1" "0" "122" "0" "0" "0" "0.33373"
"scaffold_28.13" "scaffold_28" "2.3985" "conserved" "conserved" "9" "222" "1" "3.9183800240543e-05" "0" "0" "0" "0" "0" "140" "0" "0" "0" "0.33026"
"scaffold_28.14" "scaffold_28" "2.2985025" "conserved" "conserved" "7" "228" "4" "3.9183800240543e-05" "0" "0" "0" "0" "0" "140" "0" "0" "0" "0.319116"
"scaffold_28.15" "scaffold_28" "2.198505" "conserved" "conserved" "14" "185" "11" "7.56338038633533e-05" "7" "2" "0" "1" "0" "106" "0" "0" "0" "0.354741"
"scaffold_28.16" "scaffold_28" "2.0985075" "conserved" "conserved" "9" "147" "3" "9.8160278751326e-05" "0" "0" "0" "1" "0" "84" "0" "0" "0" "0.353397"
"scaffold_28.17" "scaffold_28" "1.99851" "conserved" "conserved" "8" "220" "2" "1.57652481141066e-05" "0" "0" "0" "0" "0" "126" "0" "0" "0" "0.32752"
"scaffold_28.18" "scaffold_28" "1.8985125" "conserved" "conserved" "9" "222" "8" "1.57652481141066e-05" "1" "1" "0" "0" "0" "151" "0" "0" "0" "0.330777"
"scaffold_28.19" "scaffold_28" "1.798515" "conserved" "conserved" "8" "230" "11" "1.57652481141066e-05" "1" "0" "1" "0" "0" "145" "0" "0" "0" "0.32694"
"scaffold_28.20" "scaffold_28" "1.698518" "conserved" "conserved" "10" "198" "14" "1.57652481141066e-05" "0" "0" "0" "0" "0" "134" "0" "0" "0" "0.34538"
"scaffold_28.21" "scaffold_28" "1.5985205" "conserved" "conserved" "10" "176" "6" "1.57652481141066e-05" "3" "1" "0" "0" "0" "99" "0" "0" "0" "0.338647"
"scaffold_28.22" "scaffold_28" "1.498523" "conserved" "conserved" "8" "151" "12" "2.27933070575193e-05" "8" "3" "0" "0" "0" "75" "0" "1" "1" "0.33955"
"scaffold_28.23" "scaffold_28" "1.3985255" "conserved" "conserved" "8" "193" "13" "0.000149221487368089" "4" "2" "0" "0" "0" "103" "0" "0" "0" "0.328897"
"scaffold_28.24" "scaffold_28" "1.298528" "conserved" "conserved" "17" "169" "3" "1.72049106961527e-05" "0" "0" "0" "0" "0" "88" "0" "0" "0" "0.34939"
"scaffold_28.25" "scaffold_28" "1.1985305" "conserved" "conserved" "6" "218" "6" "1.11690021227962e-05" "0" "0" "0" "1" "0" "121" "0" "0" "0" "0.330227"
"scaffold_28.26" "scaffold_28" "1.098533" "conserved" "conserved" "9" "205" "7" "5.31374739981955e-06" "6" "0" "1" "0" "0" "127" "0" "0" "0" "0.33134"
"scaffold_28.27" "scaffold_28" "0.998536" "conserved" "conserved" "10" "166" "9" "5.31374739981955e-06" "1" "1" "0" "0" "0" "91" "0" "0" "0" "0.33013"
"scaffold_28.28" "scaffold_28" "0.8985385" "conserved" "conserved" "18" "173" "4" "5.31374739981955e-06" "0" "0" "0" "0" "1" "86" "0" "0" "0" "0.336987"
"scaffold_28.29" "scaffold_28" "0.798541" "conserved" "conserved" "6" "118" "7" "5.31374739981955e-06" "6" "1" "0" "0" "0" "69" "0" "0" "0" "0.33052"
"scaffold_28.30" "scaffold_28" "0.6985435" "conserved" "conserved" "6" "185" "7" "5.31374739981955e-06" "0" "0" "0" "0" "0" "99" "0" "0" "0" "0.324266"
"scaffold_28.31" "scaffold_28" "0.598546" "conserved" "conserved" "11" "165" "4" "5.31374739981955e-06" "0" "0" "0" "1" "0" "80" "0" "0" "0" "0.34102"
"scaffold_28.32" "scaffold_28" "0.4985485" "conserved" "conserved" "12" "168" "12" "5.31374739981955e-06" "1" "1" "0" "0" "0" "63" "0" "0" "0" "0.339827"
"scaffold_28.33" "scaffold_28" "0.398551" "conserved" "conserved" "2" "194" "10" "5.31374739981955e-06" "1" "1" "0" "0" "0" "95" "0" "1" "0" "0.3222"
"scaffold_28.34" "scaffold_28" "0.298554" "conserved" "conserved" "7" "172" "9" "2.34522366584814e-05" "6" "1" "0" "0" "0" "83" "0" "1" "0" "0.33236"
"scaffold_28.35" "scaffold_28" "0.1985565" "conserved" "conserved" "13" "178" "3" "6.67881422953582e-05" "0" "0" "0" "1" "0" "89" "0" "0" "0" "0.337527"
"scaffold_28.36" "scaffold_28" "0.098559" "conserved" "conserved" "7" "153" "18" "2.34083711248659e-05" "5" "3" "0" "0" "1" "92" "0" "1" "0" "0.34457"
"scaffold_28.37" "scaffold_28" "0.0014385" "conserved" "conserved" "6" "174" "9" "1.63583177898133e-05" "6" "1" "0" "2" "0" "105" "0" "0" "0" "0.334347"
"scaffold_28.38" "scaffold_28" "0.101436" "conserved" "conserved" "4" "174" "7" "1.63583177898133e-05" "2" "1" "1" "0" "0" "95" "0" "0" "0" "0.33594"
"scaffold_28.39" "scaffold_28" "0.2014335" "conserved" "conserved" "10" "156" "13" "1.38275742609649e-05" "7" "2" "0" "1" "0" "95" "0" "0" "0" "0.328727"
"scaffold_28.40" "scaffold_28" "0.301431" "conserved" "conserved" "10" "148" "11" "4.75631766824495e-05" "7" "1" "1" "0" "0" "89" "0" "0" "0" "0.350971"
"scaffold_28.41" "scaffold_28" "0.401428" "conserved" "conserved" "7" "224" "9" "4.75631766824495e-05" "0" "0" "0" "1" "0" "140" "0" "0" "0" "0.316799"
"scaffold_28.42" "scaffold_28" "0.5014255" "conserved" "conserved" "6" "156" "14" "8.79606890816863e-05" "6" "1" "0" "0" "2" "77" "0" "0" "0" "0.341567"
"scaffold_28.43" "scaffold_28" "0.601423" "conserved" "conserved" "8" "194" "11" "1.9059694464834e-05" "0" "0" "0" "0" "0" "121" "0" "0" "0" "0.314869"
"scaffold_28.44" "scaffold_28" "0.7014205" "conserved" "conserved" "8" "180" "9" "1.80736689082316e-05" "0" "0" "0" "1" "0" "106" "0" "0" "0" "0.324746"
"scaffold_28.45" "scaffold_28" "0.801418" "conserved" "conserved" "12" "133" "8" "1.63699123688585e-05" "4" "1" "0" "0" "1" "65" "1" "0" "0" "0.34668"
"scaffold_28.46" "scaffold_28" "0.901415" "conserved" "conserved" "7" "159" "11" "1.63699123688585e-05" "0" "0" "0" "3" "0" "87" "0" "0" "0" "0.33347"
"scaffold_28.47" "scaffold_28" "1.0014125" "conserved" "conserved" "9" "223" "2" "1.63699123688585e-05" "0" "0" "0" "0" "0" "124" "0" "0" "0" "0.327897"
"scaffold_28.48" "scaffold_28" "1.10141" "conserved" "conserved" "6" "193" "6" "1.63699123688585e-05" "0" "0" "0" "1" "0" "117" "0" "0" "0" "0.32253"
"scaffold_28.49" "scaffold_28" "1.2014075" "conserved" "conserved" "13" "181" "5" "1.63699123688585e-05" "0" "0" "0" "1" "0" "110" "0" "0" "0" "0.335417"
"scaffold_28.50" "scaffold_28" "1.301405" "conserved" "conserved" "8" "211" "14" "1.63699123688585e-05" "4" "1" "1" "0" "0" "105" "0" "0" "0" "0.33683"
"scaffold_28.51" "scaffold_28" "1.4014025" "conserved" "conserved" "6" "177" "13" "1.63699123688585e-05" "1" "1" "0" "1" "0" "103" "0" "0" "0" "0.317236"
"scaffold_28.52" "scaffold_28" "1.5014" "conserved" "conserved" "8" "160" "14" "1.63699123688585e-05" "1" "1" "0" "0" "1" "87" "0" "0" "0" "0.33466"
"scaffold_28.53" "scaffold_28" "1.601397" "conserved" "conserved" "9" "143" "1" "1.63699123688585e-05" "0" "0" "0" "0" "0" "80" "0" "1" "1" "0.33879"
"scaffold_28.54" "scaffold_28" "1.7013945" "conserved" "conserved" "11" "166" "9" "5.13725307009947e-05" "4" "1" "0" "0" "0" "88" "0" "0" "0" "0.341027"
"scaffold_28.55" "scaffold_28" "1.801392" "conserved" "conserved" "13" "152" "7" "5.42655653372288e-05" "1" "1" "0" "1" "0" "86" "0" "0" "0" "0.33529"
"scaffold_28.56" "scaffold_28" "1.9013895" "conserved" "conserved" "10" "175" "6" "4.53312629103753e-05" "1" "1" "0" "0" "0" "112" "0" "0" "0" "0.326067"
"scaffold_28.57" "scaffold_28" "2.001387" "conserved" "conserved" "5" "180" "17" "1.701900519851e-05" "7" "2" "0" "1" "0" "90" "0" "0" "0" "0.33975"
"scaffold_28.58" "scaffold_28" "2.1013845" "conserved" "conserved" "12" "183" "5" "4.94077224424364e-05" "0" "0" "0" "1" "0" "112" "0" "0" "0" "0.328627"
"scaffold_28.59" "scaffold_28" "2.201382" "conserved" "conserved" "12" "169" "7" "4.63701503125595e-05" "6" "1" "0" "1" "0" "89" "0" "0" "0" "0.34103"
"scaffold_28.60" "scaffold_28" "2.301379" "conserved" "conserved" "10" "151" "6" "2.32229222664405e-05" "0" "0" "0" "2" "0" "84" "0" "0" "0" "0.33721"
"scaffold_28.61" "scaffold_28" "2.4013765" "conserved" "conserved" "9" "166" "13" "1.0275198644753e-05" "7" "1" "1" "0" "0" "94" "0" "0" "0" "0.352827"
"scaffold_28.62" "scaffold_28" "2.501374" "conserved" "conserved" "12" "169" "8" "1.0275198644753e-05" "1" "1" "0" "0" "2" "91" "0" "0" "0" "0.33745"
"scaffold_28.63" "scaffold_28" "2.6013715" "conserved" "conserved" "9" "159" "17" "1.0275198644753e-05" "9" "2" "0" "1" "1" "85" "0" "0" "0" "0.354027"
"scaffold_28.64" "scaffold_28" "2.701369" "conserved" "conserved" "7" "132" "2" "2.46757780178513e-05" "0" "0" "0" "1" "0" "69" "1" "0" "0" "0.33667"
"scaffold_28.65" "scaffold_28" "2.8013665" "conserved" "conserved" "8" "162" "13" NA "8" "3" "0" "1" "0" "82" "0" "0" "0" "0.340167"
"scaffold_28.66" "scaffold_28" "2.901364" "conserved" "conserved" "12" "163" "11" NA "6" "1" "0" "1" "0" "93" "0" "0" "0" "0.34958"
"scaffold_28.67" "scaffold_28" "3.001361" "conserved" "conserved" "7" "172" "9" NA "1" "1" "0" "1" "0" "84" "0" "0" "0" "0.33225"
"scaffold_28.68" "scaffold_28" "3.1013585" "conserved" "conserved" "7" "115" "21" NA "16" "4" "1" "1" "0" "55" "1" "0" "0" "0.359467"
"scaffold_28.69" "scaffold_28" "3.201356" "conserved" "conserved" "9" "189" "8" NA "1" "1" "0" "0" "0" "108" "0" "0" "0" "0.33348"
"scaffold_28.70" "scaffold_28" "3.3013535" "conserved" "conserved" "10" "127" "10" NA "6" "1" "1" "0" "0" "73" "0" "0" "0" "0.348977"
"scaffold_28.71" "scaffold_28" "3.401351" "conserved" "conserved" "10" "151" "15" NA "4" "3" "0" "1" "0" "67" "0" "0" "0" "0.33413"
"scaffold_28.72" "scaffold_28" "3.5013485" "conserved" "conserved" "5" "194" "19" NA "8" "4" "0" "1" "0" "92" "0" "0" "0" "0.333237"
"scaffold_29" "scaffold_29" "3.6464805" "conserved" "conserved" "5" "156" "13" NA "3" "1" "2" "0" "1" "109" "0" "3" "1" "0.429437"
"scaffold_29.1" "scaffold_29" "3.5950795" "conserved" "conserved" "7" "79" "14" NA "5" "0" "1" "0" "0" "22" "1" "1" "0" "0.384782"
"scaffold_29.2" "scaffold_29" "3.495082" "conserved" "conserved" "9" "179" "7" NA "0" "0" "0" "1" "0" "82" "0" "0" "0" "0.344787"
"scaffold_29.3" "scaffold_29" "3.3950845" "conserved" "conserved" "7" "163" "11" NA "6" "1" "0" "1" "1" "80" "0" "0" "0" "0.34171"
"scaffold_29.4" "scaffold_29" "3.295087" "conserved" "conserved" "9" "184" "13" NA "9" "2" "0" "1" "0" "120" "0" "0" "0" "0.326127"
"scaffold_29.5" "scaffold_29" "3.1950895" "conserved" "conserved" "8" "155" "7" NA "0" "0" "0" "0" "2" "88" "0" "0" "0" "0.33991"
"scaffold_29.6" "scaffold_29" "3.095092" "conserved" "conserved" "8" "197" "12" NA "3" "0" "1" "1" "1" "102" "2" "0" "0" "0.344487"
"scaffold_29.7" "scaffold_29" "2.9950945" "conserved" "conserved" "10" "191" "3" "9.47809047976166e-06" "0" "0" "0" "1" "1" "89" "0" "0" "0" "0.32978"
"scaffold_29.8" "scaffold_29" "2.8950975" "conserved" "conserved" "9" "159" "9" "1.13859601138272e-05" "2" "1" "1" "2" "0" "79" "0" "0" "0" "0.354841"
"scaffold_29.9" "scaffold_29" "2.7951" "conserved" "conserved" "7" "178" "19" "1.13859601138272e-05" "3" "2" "1" "1" "0" "92" "0" "0" "0" "0.346077"
"scaffold_29.10" "scaffold_29" "2.6951025" "conserved" "conserved" "7" "229" "5" "1.24405372039511e-05" "0" "0" "0" "0" "0" "135" "1" "0" "0" "0.310799"
"scaffold_29.11" "scaffold_29" "2.595105" "conserved" "conserved" "6" "119" "17" "1.65547427365344e-05" "2" "2" "0" "1" "0" "68" "0" "1" "1" "0.340337"
"scaffold_29.12" "scaffold_29" "2.4951075" "conserved" "conserved" "8" "189" "19" "1.65547427365344e-05" "6" "3" "0" "0" "3" "73" "0" "0" "0" "0.32806"
"scaffold_29.13" "scaffold_29" "2.3951105" "conserved" "conserved" "12" "176" "3" "1.65547427365344e-05" "1" "1" "0" "0" "0" "102" "0" "0" "0" "0.33347"
"scaffold_29.14" "scaffold_29" "2.295113" "conserved" "conserved" "11" "183" "17" "1.65547427365344e-05" "8" "2" "1" "0" "0" "94" "0" "0" "0" "0.334367"
"scaffold_29.15" "scaffold_29" "2.1951155" "conserved" "conserved" "7" "167" "8" "1.65547427365344e-05" "2" "0" "2" "0" "0" "101" "0" "0" "0" "0.3354"
"scaffold_29.16" "scaffold_29" "2.095118" "conserved" "conserved" "13" "130" "5" "1.91838685542119e-05" "0" "0" "0" "0" "2" "64" "0" "0" "0" "0.342377"
"scaffold_29.17" "scaffold_29" "1.9951205" "conserved" "conserved" "9" "178" "9" "1.92091259662659e-05" "9" "2" "0" "0" "2" "99" "0" "0" "0" "0.33628"
"scaffold_29.18" "scaffold_29" "1.895123" "conserved" "conserved" "8" "129" "31" "1.92091259662659e-05" "19" "5" "2" "0" "0" "47" "0" "0" "0" "0.359337"
"scaffold_29.19" "scaffold_29" "1.7951255" "conserved" "conserved" "2" "131" "12" "1.92091259662659e-05" "1" "0" "1" "0" "0" "61" "0" "1" "0" "0.312579"
"scaffold_29.20" "scaffold_29" "1.6951285" "conserved" "conserved" "1" "64" "20" "1.92091259662659e-05" "3" "0" "3" "1" "0" "22" "0" "1" "1" "0.351421"
