"chr" "dist_center" "syntheny" "breakpoints" "genes" "re" "dante" "recomb" "ltr" "ty1_copia" "ty3_gypsy" "dna_trans" "line" "unknown" "sine" "trc" "trc1" "gc"
"scaffold_28.45" "scaffold_28" "0.8633545" "conserved" "conserved" "7" "189" "13" "2.23536531302942e-05" "7" "2" "0" "0" "0" "117" "0" "0" "0" "0.335684"
"scaffold_28.46" "scaffold_28" "0.9633295" "conserved" "conserved" "11" "157" "7" "2.23536531302942e-05" "3" "1" "0" "0" "0" "101" "0" "0" "0" "0.331393"
"scaffold_28.47" "scaffold_28" "1.063305" "conserved" "conserved" "10" "203" "9" "2.23536531302942e-05" "3" "1" "0" "0" "0" "119" "0" "0" "0" "0.327939"
"scaffold_28.48" "scaffold_28" "1.1632805" "conserved" "conserved" "8" "190" "12" "3.6973034096158e-05" "1" "1" "0" "0" "3" "103" "0" "0" "0" "0.333393"
"scaffold_28.49" "scaffold_28" "1.2632555" "conserved" "conserved" "13" "146" "10" "1.18529908324118e-05" "4" "2" "0" "0" "0" "89" "0" "0" "0" "0.357519"
"scaffold_28.50" "scaffold_28" "1.3632305" "conserved" "conserved" "10" "172" "4" "1.18529908324118e-05" "0" "0" "0" "1" "1" "102" "0" "0" "0" "0.316389"
"scaffold_28.51" "scaffold_28" "1.4632055" "conserved" "conserved" "8" "219" "5" "1.20760938239908e-05" "0" "0" "0" "0" "1" "134" "0" "0" "0" "0.31984"
"scaffold_28.52" "scaffold_28" "1.5631805" "conserved" "conserved" "11" "157" "8" "1.20916041964209e-05" "3" "1" "0" "0" "0" "84" "0" "0" "0" "0.32126"
"scaffold_28.53" "scaffold_28" "1.663156" "conserved" "conserved" "11" "182" "10" "1.20916041964209e-05" "2" "1" "1" "0" "0" "101" "0" "0" "0" "0.337841"
"scaffold_28.54" "scaffold_28" "1.7631315" "conserved" "conserved" "4" "185" "17" "1.20916041964209e-05" "7" "3" "1" "1" "0" "109" "0" "0" "0" "0.348337"
"scaffold_28.55" "scaffold_28" "1.8631065" "conserved" "conserved" "8" "114" "11" "1.20916041964209e-05" "1" "1" "0" "0" "1" "67" "0" "2" "2" "0.338595"
"scaffold_28.56" "scaffold_28" "1.9630815" "conserved" "conserved" "4" "179" "23" "1.20916041964209e-05" "2" "2" "0" "0" "0" "80" "0" "0" "0" "0.328512"
"scaffold_28.57" "scaffold_28" "2.0630565" "conserved" "conserved" "5" "211" "19" "1.20916041964209e-05" "10" "1" "1" "2" "0" "119" "1" "0" "0" "0.356929"
"scaffold_28.58" "scaffold_28" "2.1630315" "conserved" "conserved" "8" "167" "13" "1.20916041964209e-05" "6" "1" "0" "1" "1" "89" "1" "0" "0" "0.338865"
"scaffold_28.59" "scaffold_28" "2.2630065" "conserved" "conserved" "8" "176" "22" "1.23262523451748e-05" "5" "3" "0" "0" "2" "87" "0" "0" "0" "0.35851"
"scaffold_28.60" "scaffold_28" "2.362982" "conserved" "conserved" "12" "155" "12" "1.51932498154918e-05" "6" "2" "0" "0" "1" "95" "0" "0" "0" "0.331059"
"scaffold_28.61" "scaffold_28" "2.4629575" "conserved" "conserved" "10" "190" "6" "1.51932498154918e-05" "1" "0" "1" "0" "0" "108" "0" "0" "0" "0.334894"
"scaffold_28.62" "scaffold_28" "2.5629325" "conserved" "conserved" "6" "204" "12" "1.51932498154918e-05" "2" "2" "0" "0" "1" "110" "0" "0" "0" "0.324941"
"scaffold_28.63" "scaffold_28" "2.6629075" "conserved" "conserved" "14" "184" "2" "1.51932498154918e-05" "0" "0" "0" "1" "0" "92" "0" "0" "0" "0.330343"
"scaffold_28.64" "scaffold_28" "2.7628825" "conserved" "conserved" "7" "184" "9" "1.51932498154918e-05" "4" "2" "0" "0" "0" "102" "0" "0" "0" "0.330913"
"scaffold_28.65" "scaffold_28" "2.8628575" "conserved" "conserved" "8" "196" "14" "1.51932498154918e-05" "1" "1" "0" "0" "0" "124" "0" "0" "0" "0.325831"
"scaffold_28.66" "scaffold_28" "2.962833" "conserved" "conserved" "10" "189" "13" "1.51932498154918e-05" "2" "2" "0" "1" "0" "98" "0" "0" "0" "0.33275"
"scaffold_28.67" "scaffold_28" "3.0628085" "conserved" "conserved" "13" "180" "10" "6.08161217143273e-06" "6" "1" "0" "0" "2" "108" "0" "0" "0" "0.344676"
"scaffold_28.68" "scaffold_28" "3.1627835" "conserved" "conserved" "8" "161" "7" NA "0" "0" "0" "2" "0" "87" "0" "0" "0" "0.344656"
"scaffold_28.69" "scaffold_28" "3.2627585" "conserved" "conserved" "6" "155" "6" NA "6" "1" "0" "0" "0" "87" "0" "0" "0" "0.340535"
"scaffold_28.70" "scaffold_28" "3.3627335" "conserved" "conserved" "4" "188" "7" NA "2" "2" "0" "0" "0" "103" "0" "1" "0" "0.338165"
"scaffold_28.71" "scaffold_28" "3.4627085" "conserved" "conserved" "1" "162" "13" NA "2" "2" "0" "1" "0" "88" "0" "1" "0" "0.337574"
"scaffold_28.72" "scaffold_28" "3.562684" "conserved" "conserved" "4" "76" "3" NA "1" "0" "1" "1" "0" "44" "0" "1" "0" "0.337771"
"scaffold_29" "scaffold_29" "3.6476325" "conserved" "conserved" "1" "54" "11" NA "2" "0" "2" "1" "0" "27" "0" "1" "1" "0.332317"
"scaffold_29.1" "scaffold_29" "3.581572" "conserved" "conserved" "4" "142" "22" NA "15" "1" "3" "0" "0" "51" "0" "0" "0" "0.355659"
"scaffold_29.2" "scaffold_29" "3.481597" "conserved" "conserved" "3" "185" "17" NA "6" "1" "2" "0" "0" "75" "0" "0" "0" "0.346067"
"scaffold_29.3" "scaffold_29" "3.381622" "conserved" "conserved" "7" "171" "9" NA "0" "0" "0" "0" "0" "98" "0" "0" "0" "0.342486"
"scaffold_29.4" "scaffold_29" "3.281647" "conserved" "conserved" "9" "191" "11" NA "1" "1" "0" "0" "0" "82" "0" "0" "0" "0.337024"
"scaffold_29.5" "scaffold_29" "3.1816715" "conserved" "conserved" "8" "164" "6" NA "0" "0" "0" "0" "0" "86" "0" "0" "0" "0.336741"
"scaffold_29.6" "scaffold_29" "3.081696" "conserved" "conserved" "11" "148" "12" "1.86158632426191e-06" "2" "0" "2" "1" "0" "74" "1" "0" "0" "0.357659"
"scaffold_29.7" "scaffold_29" "2.981721" "conserved" "conserved" "10" "151" "10" "2.73190785242652e-06" "0" "0" "0" "0" "1" "69" "0" "0" "0" "0.348777"
"scaffold_29.8" "scaffold_29" "2.881746" "conserved" "conserved" "14" "151" "7" "3.50652755935261e-06" "1" "1" "0" "0" "0" "67" "1" "0" "0" "0.351008"
"scaffold_29.9" "scaffold_29" "2.781771" "conserved" "conserved" "7" "192" "1" "3.79158348229553e-06" "0" "0" "0" "0" "0" "109" "0" "0" "0" "0.332213"
"scaffold_29.10" "scaffold_29" "2.681796" "conserved" "conserved" "11" "132" "14" "3.79158348229553e-06" "6" "0" "2" "0" "0" "59" "0" "0" "0" "0.348637"
"scaffold_29.11" "scaffold_29" "2.5818205" "conserved" "conserved" "9" "143" "10" "1.22227064336203e-05" "6" "3" "0" "0" "2" "68" "0" "0" "0" "0.346223"
"scaffold_29.12" "scaffold_29" "2.481845" "conserved" "conserved" "12" "164" "12" "2.50519908619179e-05" "4" "2" "0" "1" "1" "85" "0" "0" "0" "0.333713"
"scaffold_29.13" "scaffold_29" "2.38187" "conserved" "conserved" "11" "161" "5" "2.02174182283725e-05" "1" "1" "0" "0" "0" "82" "0" "0" "0" "0.337654"
"scaffold_29.14" "scaffold_29" "2.281895" "conserved" "conserved" "7" "182" "5" "4.032797816344e-05" "0" "0" "0" "1" "2" "108" "0" "0" "0" "0.340025"
"scaffold_29.15" "scaffold_29" "2.18192" "conserved" "conserved" "8" "194" "3" "4.032797816344e-05" "0" "0" "0" "2" "0" "114" "0" "0" "0" "0.333343"
"scaffold_29.16" "scaffold_29" "2.081945" "conserved" "conserved" "11" "190" "3" "4.63743029525638e-05" "0" "0" "0" "0" "2" "113" "0" "0" "0" "0.329973"
"scaffold_29.17" "scaffold_29" "1.9819695" "conserved" "conserved" "6" "156" "12" "5.40687925824435e-06" "7" "1" "2" "0" "0" "86" "0" "0" "0" "0.366138"
"scaffold_29.18" "scaffold_29" "1.881994" "conserved" "conserved" "4" "172" "16" "5.40687925824435e-06" "2" "2" "0" "1" "1" "97" "1" "1" "1" "0.332083"
"scaffold_29.19" "scaffold_29" "1.782019" "conserved" "conserved" "4" "173" "4" "4.44439678712582e-05" "0" "0" "0" "0" "0" "98" "0" "2" "2" "0.338055"
"scaffold_29.20" "scaffold_29" "1.682044" "conserved" "conserved" "10" "177" "11" "4.91483251363257e-05" "1" "0" "1" "0" "2" "98" "0" "0" "0" "0.337154"
"scaffold_29.21" "scaffold_29" "1.582069" "conserved" "conserved" "9" "173" "8" "4.48176551153745e-05" "3" "1" "0" "0" "2" "93" "0" "0" "0" "0.345386"
"scaffold_29.22" "scaffold_29" "1.482094" "conserved" "conserved" "6" "205" "8" "3.6536234311126e-05" "1" "0" "1" "0" "0" "126" "0" "0" "0" "0.338835"
"scaffold_29.23" "scaffold_29" "1.3821185" "conserved" "conserved" "10" "169" "10" "3.6536234311126e-05" "1" "1" "0" "0" "0" "90" "0" "0" "0" "0.33483"
"scaffold_29.24" "scaffold_29" "1.282143" "conserved" "conserved" "11" "180" "8" "3.6536234311126e-05" "6" "3" "0" "0" "0" "111" "0" "0" "0" "0.329162"
"scaffold_29.25" "scaffold_29" "1.182168" "conserved" "conserved" "4" "186" "17" "3.57787592499051e-05" "7" "1" "1" "0" "0" "96" "0" "0" "0" "0.331093"
"scaffold_29.26" "scaffold_29" "1.082193" "conserved" "conserved" "8" "194" "13" "1.41512150824795e-05" "2" "2" "0" "0" "1" "116" "0" "0" "0" "0.322651"
"scaffold_29.27" "scaffold_29" "0.982218" "conserved" "conserved" "6" "174" "14" "1.41512150824795e-05" "6" "2" "0" "2" "0" "88" "0" "0" "0" "0.346077"
"scaffold_29.28" "scaffold_29" "0.882243" "conserved" "conserved" "7" "145" "16" "1.41512150824795e-05" "2" "2" "0" "0" "0" "66" "0" "0" "0" "0.353348"
"scaffold_29.29" "scaffold_29" "0.7822675" "conserved" "conserved" "7" "178" "1" "1.41512150824795e-05" "0" "0" "0" "1" "0" "116" "0" "0" "0" "0.33231"
"scaffold_29.30" "scaffold_29" "0.682292" "conserved" "conserved" "7" "194" "7" "1.41512150824795e-05" "2" "1" "0" "0" "0" "131" "0" "0" "0" "0.326592"
"scaffold_29.31" "scaffold_29" "0.582317" "conserved" "conserved" "11" "135" "16" "1.41512150824795e-05" "9" "3" "0" "1" "0" "80" "0" "0" "0" "0.350598"
"scaffold_29.32" "scaffold_29" "0.482342" "conserved" "conserved" "6" "183" "11" "1.41512150824795e-05" "2" "2" "0" "0" "0" "100" "0" "0" "0" "0.332533"
"scaffold_29.33" "scaffold_29" "0.382367" "conserved" "conserved" "6" "164" "4" "1.41512150824795e-05" "0" "0" "0" "2" "0" "93" "0" "0" "0" "0.334614"
"scaffold_29.34" "scaffold_29" "0.282392" "conserved" "conserved" "11" "209" "5" "1.41512150824795e-05" "0" "0" "0" "0" "0" "125" "0" "0" "0" "0.342055"
"scaffold_29.35" "scaffold_29" "0.1824165" "conserved" "conserved" "14" "168" "11" "1.41512150824795e-05" "4" "0" "1" "1" "1" "90" "0" "0" "0" "0.351204"
"scaffold_29.36" "scaffold_29" "0.082441" "conserved" "conserved" "8" "198" "4" "1.41512150824795e-05" "1" "1" "0" "1" "0" "115" "0" "0" "0" "0.325561"
"scaffold_29.37" "scaffold_29" "0.017534" "conserved" "conserved" "4" "144" "12" "1.41512150824795e-05" "4" "1" "0" "0" "0" "66" "0" "1" "1" "0.345526"
"scaffold_29.38" "scaffold_29" "0.117509" "conserved" "conserved" "6" "154" "12" "1.79636242156087e-05" "6" "2" "0" "0" "0" "86" "0" "0" "0" "0.333673"
"scaffold_29.39" "scaffold_29" "0.217484" "conserved" "conserved" "11" "162" "15" "3.69472322466653e-05" "4" "0" "4" "0" "0" "84" "0" "0" "0" "0.342146"
"scaffold_29.40" "scaffold_29" "0.317459" "conserved" "conserved" "11" "163" "3" "3.69472322466653e-05" "0" "0" "0" "1" "0" "90" "1" "0" "0" "0.327402"
"scaffold_29.41" "scaffold_29" "0.4174345" "conserved" "conserved" "5" "221" "11" "3.69472322466653e-05" "0" "0" "0" "0" "0" "123" "0" "0" "0" "0.316736"
"scaffold_29.42" "scaffold_29" "0.51741" "conserved" "conserved" "6" "217" "10" "1.71032020112278e-05" "0" "0" "0" "0" "1" "130" "0" "0" "0" "0.317759"
"scaffold_29.43" "scaffold_29" "0.617385" "conserved" "conserved" "8" "140" "20" "1.16347686076011e-05" "6" "1" "3" "1" "0" "81" "0" "0" "0" "0.357839"
"scaffold_29.44" "scaffold_29" "0.71736" "conserved" "conserved" "8" "150" "3" "2.89786286510049e-05" "0" "0" "0" "0" "2" "96" "0" "1" "1" "0.340085"
"scaffold_29.45" "scaffold_29" "0.817335" "conserved" "conserved" "7" "203" "5" "2.89786286510049e-05" "0" "0" "0" "0" "0" "108" "0" "0" "0" "0.313038"
"scaffold_29.46" "scaffold_29" "0.91731" "conserved" "conserved" "9" "176" "11" "2.89786286510049e-05" "4" "2" "0" "0" "0" "97" "0" "0" "0" "0.337744"
"scaffold_29.47" "scaffold_29" "1.0172855" "conserved" "conserved" "14" "189" "12" "2.89786286510049e-05" "4" "2" "0" "0" "1" "115" "0" "0" "0" "0.345193"
"scaffold_29.48" "scaffold_29" "1.117261" "conserved" "conserved" "8" "207" "3" "2.16659672418134e-05" "0" "0" "0" "1" "0" "128" "0" "0" "0" "0.329882"
"scaffold_29.49" "scaffold_29" "1.217236" "conserved" "conserved" "6" "184" "1" "1.08129948637647e-05" "0" "0" "0" "0" "0" "104" "0" "0" "0" "0.331043"
"scaffold_29.50" "scaffold_29" "1.317211" "conserved" "conserved" "8" "158" "9" "1.08129948637647e-05" "0" "0" "0" "1" "1" "92" "0" "0" "0" "0.340895"
"scaffold_29.51" "scaffold_29" "1.417186" "conserved" "conserved" "11" "186" "3" "1.08129948637647e-05" "0" "0" "0" "0" "1" "120" "0" "0" "0" "0.331393"
"scaffold_29.52" "scaffold_29" "1.517161" "conserved" "conserved" "8" "182" "5" "1.08129948637647e-05" "0" "0" "0" "0" "1" "93" "0" "0" "0" "0.31925"
"scaffold_29.53" "scaffold_29" "1.6171365" "conserved" "conserved" "5" "142" "9" "1.08129948637647e-05" "2" "1" "1" "0" "0" "85" "0" "0" "0" "0.335591"
"scaffold_29.54" "scaffold_29" "1.717112" "conserved" "conserved" "15" "163" "7" "1.08129948637647e-05" "6" "1" "0" "2" "0" "87" "0" "0" "0" "0.349877"
"scaffold_29.55" "scaffold_29" "1.817087" "conserved" "conserved" "10" "193" "0" "1.08129948637647e-05" "0" "0" "0" "0" "0" "107" "0" "0" "0" "0.341455"
"scaffold_29.56" "scaffold_29" "1.917062" "conserved" "conserved" "8" "236" "3" "9.30683450314405e-06" "0" "0" "0" "1" "0" "148" "0" "0" "0" "0.326462"
"scaffold_29.57" "scaffold_29" "2.017037" "conserved" "conserved" "16" "180" "3" "8.45202549330102e-06" "0" "0" "0" "1" "0" "99" "0" "0" "0" "0.341775"
"scaffold_29.58" "scaffold_29" "2.117012" "conserved" "conserved" "8" "205" "8" "8.45202549330102e-06" "1" "0" "1" "1" "1" "105" "0" "0" "0" "0.332943"
"scaffold_29.59" "scaffold_29" "2.2169875" "conserved" "conserved" "8" "200" "0" "1.54475005182093e-05" "0" "0" "0" "0" "0" "119" "0" "0" "0" "0.320167"
"scaffold_29.60" "scaffold_29" "2.316963" "conserved" "conserved" "11" "203" "5" NA "2" "2" "0" "0" "0" "111" "0" "0" "0" "0.337864"
"scaffold_29.61" "scaffold_29" "2.416938" "conserved" "conserved" "10" "206" "18" NA "6" "1" "1" "0" "0" "121" "0" "0" "0" "0.337474"
"scaffold_29.62" "scaffold_29" "2.516913" "conserved" "conserved" "14" "163" "8" NA "0" "0" "0" "0" "2" "75" "0" "0" "0" "0.344926"
"scaffold_29.63" "scaffold_29" "2.616888" "conserved" "conserved" "11" "199" "3" NA "0" "0" "0" "0" "0" "119" "0" "0" "0" "0.323201"
"scaffold_29.64" "scaffold_29" "2.716863" "conserved" "conserved" "5" "142" "6" NA "0" "0" "0" "0" "0" "79" "0" "0" "0" "0.335094"
"scaffold_29.65" "scaffold_29" "2.8168385" "conserved" "conserved" "10" "190" "6" NA "3" "2" "0" "0" "0" "89" "1" "0" "0" "0.33173"
"scaffold_29.66" "scaffold_29" "2.916814" "conserved" "conserved" "15" "192" "7" NA "2" "1" "0" "0" "0" "101" "1" "0" "0" "0.32179"
"scaffold_29.67" "scaffold_29" "3.016789" "conserved" "conserved" "7" "162" "4" NA "1" "1" "0" "1" "0" "89" "0" "0" "0" "0.340165"
"scaffold_29.68" "scaffold_29" "3.116764" "conserved" "conserved" "10" "142" "9" NA "1" "1" "0" "0" "1" "61" "0" "0" "0" "0.355779"
"scaffold_29.69" "scaffold_29" "3.216739" "conserved" "conserved" "9" "171" "9" NA "1" "1" "0" "1" "2" "66" "1" "0" "0" "0.332453"
"scaffold_29.70" "scaffold_29" "3.316714" "conserved" "conserved" "8" "175" "8" NA "1" "1" "0" "0" "1" "71" "1" "0" "0" "0.336324"
"scaffold_29.71" "scaffold_29" "3.4166895" "conserved" "conserved" "10" "200" "13" NA "6" "1" "0" "2" "1" "66" "0" "0" "0" "0.343833"
"scaffold_29.72" "scaffold_29" "3.516665" "conserved" "conserved" "2" "162" "22" NA "6" "4" "2" "0" "0" "67" "0" "0" "0" "0.344506"
"scaffold_30" "scaffold_30" "3.661504" "conserved" "conserved" "4" "72" "20" NA "12" "3" "2" "1" "0" "32" "0" "1" "1" "0.504279"
"scaffold_30.1" "scaffold_30" "3.6100565" "conserved" "conserved" "4" "183" "17" NA "5" "0" "5" "0" "0" "87" "0" "3" "2" "0.377004"
"scaffold_30.2" "scaffold_30" "3.5100815" "conserved" "conserved" "2" "156" "9" NA "6" "0" "2" "1" "0" "72" "0" "2" "0" "0.348737"
"scaffold_30.3" "scaffold_30" "3.4101065" "conserved" "conserved" "3" "205" "6" NA "1" "1" "0" "1" "0" "109" "0" "1" "0" "0.331403"
"scaffold_30.4" "scaffold_30" "3.310131" "conserved" "conserved" "11" "176" "0" "7.25057690689164e-07" "0" "0" "0" "0" "0" "106" "0" "0" "0" "0.348104"
"scaffold_30.5" "scaffold_30" "3.2101555" "conserved" "conserved" "5" "184" "5" "7.61483028697288e-05" "1" "0" "1" "2" "0" "101" "0" "0" "0" "0.354959"
"scaffold_30.6" "scaffold_30" "3.1101805" "conserved" "conserved" "11" "155" "0" "2.12443893112065e-05" "0" "0" "0" "0" "0" "74" "0" "0" "0" "0.332213"
"scaffold_30.7" "scaffold_30" "3.0102055" "conserved" "conserved" "8" "181" "12" "2.12443893112065e-05" "6" "1" "2" "1" "0" "85" "0" "0" "0" "0.356929"
"scaffold_30.8" "scaffold_30" "2.9102305" "conserved" "conserved" "4" "153" "13" "4.74230386741915e-05" "1" "0" "1" "0" "0" "97" "0" "0" "0" "0.350088"
"scaffold_30.9" "scaffold_30" "2.8102555" "conserved" "conserved" "8" "146" "5" "7.43976470741221e-05" "0" "0" "0" "0" "0" "84" "0" "0" "0" "0.337484"
"scaffold_30.10" "scaffold_30" "2.71028" "conserved" "conserved" "8" "159" "5" "6.13110732652698e-05" "0" "0" "0" "0" "0" "91" "1" "0" "0" "0.322387"
"scaffold_30.11" "scaffold_30" "2.6103045" "conserved" "conserved" "6" "234" "13" "1.3817325163847e-05" "3" "3" "0" "0" "0" "131" "1" "0" "0" "0.335074"
"scaffold_30.12" "scaffold_30" "2.5103295" "conserved" "conserved" "6" "170" "6" "4.27865429984183e-05" "3" "0" "1" "0" "2" "97" "0" "0" "0" "0.317979"
"scaffold_30.13" "scaffold_30" "2.4103545" "conserved" "conserved" "11" "175" "6" "5.33176933824553e-05" "4" "0" "1" "0" "1" "88" "0" "0" "0" "0.337734"
"scaffold_30.14" "scaffold_30" "2.3103795" "conserved" "conserved" "8" "168" "9" "0.000101062143517957" "1" "1" "0" "1" "0" "75" "0" "0" "0" "0.32141"
"scaffold_30.15" "scaffold_30" "2.2104045" "conserved" "conserved" "9" "165" "9" "4.69365645525985e-05" "1" "1" "0" "0" "2" "86" "0" "0" "0" "0.325391"
"scaffold_30.16" "scaffold_30" "2.110429" "conserved" "conserved" "7" "159" "8" "0.000155609738502523" "1" "1" "0" "0" "0" "93" "0" "0" "0" "0.314826"
"scaffold_30.17" "scaffold_30" "2.0104535" "conserved" "conserved" "9" "151" "9" "5.52338638575945e-05" "5" "0" "1" "0" "0" "88" "0" "0" "0" "0.35812"
"scaffold_30.18" "scaffold_30" "1.9104785" "conserved" "conserved" "7" "150" "6" "3.39807971940587e-05" "1" "1" "0" "0" "0" "91" "0" "1" "1" "0.332963"
"scaffold_30.19" "scaffold_30" "1.8105035" "conserved" "conserved" "8" "151" "5" "8.05763311441802e-05" "0" "0" "0" "0" "0" "94" "0" "0" "0" "0.32145"
"scaffold_30.20" "scaffold_30" "1.7105285" "conserved" "conserved" "6" "218" "8" "4.81443031283449e-05" "4" "2" "0" "0" "0" "126" "0" "0" "0" "0.338275"
"scaffold_30.21" "scaffold_30" "1.6105535" "conserved" "conserved" "10" "154" "2" "2.96653332781065e-05" "0" "0" "0" "0" "1" "85" "0" "0" "0" "0.348997"
"scaffold_30.22" "scaffold_30" "1.510578" "conserved" "conserved" "9" "161" "6" "3.29314741564537e-05" "0" "0" "0" "0" "0" "79" "1" "0" "0" "0.326708"
"scaffold_30.23" "scaffold_30" "1.4106025" "conserved" "conserved" "7" "196" "7" "3.29314741564537e-05" "1" "1" "0" "1" "0" "105" "0" "0" "0" "0.323021"
"scaffold_30.24" "scaffold_30" "1.3106275" "conserved" "conserved" "8" "184" "3" "3.29314741564537e-05" "0" "0" "0" "1" "0" "114" "0" "0" "0" "0.31825"
"scaffold_30.25" "scaffold_30" "1.2106525" "conserved" "conserved" "7" "153" "4" "4.42108057105871e-05" "0" "0" "0" "0" "0" "82" "0" "0" "0" "0.31929"
"scaffold_30.26" "scaffold_30" "1.1106775" "conserved" "conserved" "3" "152" "10" "5.6287797709785e-05" "2" "2" "0" "0" "0" "87" "0" "0" "0" "0.336554"
"scaffold_30.27" "scaffold_30" "1.0107025" "conserved" "conserved" "5" "188" "11" "4.17795423608479e-05" "1" "1" "0" "2" "0" "98" "0" "0" "0" "0.336804"
"scaffold_30.28" "scaffold_30" "0.910727" "conserved" "conserved" "7" "191" "21" "2.80252915926451e-05" "6" "2" "0" "2" "0" "110" "0" "0" "0" "0.346553"
"scaffold_30.29" "scaffold_30" "0.8107515" "conserved" "conserved" "10" "193" "3" "2.80252915926451e-05" "0" "0" "0" "0" "2" "111" "0" "0" "0" "0.332883"
"scaffold_30.30" "scaffold_30" "0.7107765" "conserved" "conserved" "9" "154" "4" "2.80252915926451e-05" "0" "0" "0" "0" "0" "88" "0" "0" "0" "0.32074"
"scaffold_30.31" "scaffold_30" "0.6108015" "conserved" "conserved" "9" "155" "8" "3.95607219761417e-05" "1" "0" "1" "0" "3" "88" "0" "0" "0" "0.339015"
"scaffold_30.32" "scaffold_30" "0.5108265" "conserved" "conserved" "10" "231" "8" "9.501243086235e-05" "0" "0" "0" "0" "2" "135" "0" "0" "0" "0.343316"
"scaffold_30.33" "scaffold_30" "0.4108515" "conserved" "conserved" "12" "190" "16" "2.79012396780089e-05" "7" "3" "0" "1" "0" "89" "0" "0" "0" "0.346016"
"scaffold_30.34" "scaffold_30" "0.310876" "conserved" "conserved" "9" "190" "13" "2.95638039234476e-05" "7" "2" "0" "0" "0" "102" "0" "0" "0" "0.353395"
"scaffold_30.35" "scaffold_30" "0.2109005" "conserved" "conserved" "10" "139" "2" "2.95638039234476e-05" "0" "0" "0" "0" "0" "74" "0" "0" "0" "0.339085"
"scaffold_30.36" "scaffold_30" "0.1109255" "conserved" "conserved" "11" "144" "2" "3.02180627785293e-05" "1" "1" "0" "0" "0" "77" "0" "0" "0" "0.346757"
"scaffold_30.37" "scaffold_30" "0.0109505" "conserved" "conserved" "12" "199" "4" "4.77276974396977e-06" "0" "0" "0" "0" "0" "118" "0" "0" "0" "0.334214"
"scaffold_30.38" "scaffold_30" "0.0890245" "conserved" "conserved" "8" "148" "6" "4.77276974396977e-06" "2" "2" "0" "0" "0" "87" "0" "0" "0" "0.332523"
"scaffold_30.39" "scaffold_30" "0.1889995" "conserved" "conserved" "14" "178" "8" "4.77276974396977e-06" "0" "0" "0" "0" "2" "107" "0" "0" "0" "0.354689"
"scaffold_30.40" "scaffold_30" "0.288975" "conserved" "conserved" "9" "150" "4" "4.77276974396977e-06" "0" "0" "0" "1" "0" "91" "0" "0" "0" "0.329719"
"scaffold_30.41" "scaffold_30" "0.3889505" "conserved" "conserved" "12" "192" "4" "4.77276974396977e-06" "0" "0" "0" "2" "0" "90" "0" "0" "0" "0.337314"
"scaffold_30.42" "scaffold_30" "0.4889255" "conserved" "conserved" "5" "142" "12" "3.89358777144706e-05" "12" "2" "0" "0" "0" "72" "1" "0" "0" "0.331593"
"scaffold_30.43" "scaffold_30" "0.5889005" "conserved" "conserved" "9" "161" "0" "5.88815427661107e-05" "0" "0" "0" "0" "0" "93" "2" "0" "0" "0.333333"
"scaffold_30.44" "scaffold_30" "0.6888755" "conserved" "conserved" "9" "198" "5" "1.0628797350338e-05" "0" "0" "0" "1" "1" "126" "0" "0" "0" "0.356369"
"scaffold_30.45" "scaffold_30" "0.7888505" "conserved" "conserved" "9" "191" "0" "1.0628797350338e-05" "0" "0" "0" "0" "0" "108" "0" "0" "0" "0.332363"
"scaffold_30.46" "scaffold_30" "0.888826" "conserved" "conserved" "7" "148" "5" "1.0628797350338e-05" "0" "0" "0" "2" "0" "82" "0" "0" "0" "0.322998"
"scaffold_30.47" "scaffold_30" "0.9888015" "conserved" "conserved" "11" "143" "10" "1.0628797350338e-05" "1" "1" "0" "0" "0" "73" "0" "0" "0" "0.322481"
"scaffold_30.48" "scaffold_30" "1.0887765" "conserved" "conserved" "8" "131" "5" "1.0628797350338e-05" "0" "0" "0" "2" "0" "68" "0" "0" "0" "0.340745"
"scaffold_30.49" "scaffold_30" "1.1887515" "conserved" "conserved" "14" "212" "7" "1.0628797350338e-05" "6" "1" "0" "1" "0" "120" "0" "0" "0" "0.345116"
"scaffold_30.50" "scaffold_30" "1.2887265" "conserved" "conserved" "12" "211" "4" "1.0628797350338e-05" "0" "0" "0" "0" "0" "124" "0" "0" "0" "0.327072"
"scaffold_30.51" "scaffold_30" "1.3887015" "conserved" "conserved" "10" "223" "2" "1.08133695226476e-05" "0" "0" "0" "0" "2" "138" "0" "0" "0" "0.327892"
"scaffold_30.52" "scaffold_30" "1.488677" "conserved" "conserved" "10" "194" "9" "1.27847840042294e-05" "7" "1" "1" "0" "1" "113" "0" "0" "0" "0.339932"
"scaffold_30.53" "scaffold_30" "1.5886525" "conserved" "conserved" "10" "154" "17" "3.31189527920779e-05" "14" "3" "1" "0" "1" "91" "0" "0" "0" "0.352698"
"scaffold_30.54" "scaffold_30" "1.6886275" "conserved" "conserved" "4" "209" "2" "8.39991505779407e-06" "0" "0" "0" "1" "0" "124" "0" "0" "0" "0.330283"
"scaffold_30.55" "scaffold_30" "1.7886025" "conserved" "conserved" "11" "190" "8" "8.39991505779407e-06" "1" "1" "0" "2" "0" "108" "0" "0" "0" "0.335834"
"scaffold_30.56" "scaffold_30" "1.8885775" "conserved" "conserved" "5" "168" "3" "8.39991505779407e-06" "0" "0" "0" "1" "1" "102" "0" "1" "1" "0.345926"
